Roll No,1,2,3,4,5,6,7,8,9,10,Target
5586,4.0,2.0,7.0,7.0,5.0,6.0,5.0,4.5,7.0,7.0,1
5587,2.0,1.0,1.5,2.0,3.0,2.0,0.5,1.0,2.0,3.0,1
5588,1.0,0.5,2.0,1.5,1.5,0.5,0.5,0.0,2.5,2.5,5
5589,4.0,1.5,7.0,7.0,5.0,6.0,5.0,5.0,5.5,7.0,1
5590,2.0,1.0,5.0,4.0,3.5,3.5,2.5,3.5,5.0,5.0,5
5591,2.5,1.5,4.5,3.0,2.0,4.5,2.0,4.0,4.5,4.5,5
5592,4.0,2.0,7.0,6.0,5.0,6.0,4.5,4.0,5.0,6.5,1
5593,2.0,1.5,3.5,3.0,3.0,4.0,3.5,3.5,4.5,4.5,3
5594,1.5,1.0,3.5,5.5,4.0,5.5,4.0,2.5,5.5,5.5,1
5595,2.5,1.0,3.5,2.5,1.5,3.5,1.0,1.5,2.0,3.0,4
5596,3.5,2.0,6.0,5.5,3.0,3.5,3.5,2.5,5.0,5.0,4
5597,4.0,2.0,6.5,7.0,5.0,4.5,5.0,4.5,7.0,6.0,3
5598,4.0,1.5,7.0,6.5,4.0,6.0,5.0,5.0,6.0,6.0,3
5599,4.0,1.5,5.5,5.5,4.5,6.0,4.0,5.0,5.0,5.5,1
5600,1.5,1.0,0.5,2.5,1.5,1.0,0.5,0.0,2.5,0.5,6
5601,1.5,1.0,4.0,5.0,3.5,4.5,4.5,4.0,3.5,5.0,3
5602,4.0,2.0,7.0,5.5,5.0,6.0,4.0,5.0,6.5,5.5,1
5603,1.0,0.5,3.0,2.0,3.5,4.0,3.0,1.5,3.0,5.0,5
5604,2.0,1.5,4.0,3.5,3.0,4.0,3.5,3.5,3.0,4.0,3
5605,2.0,0.5,0.5,1.0,1.5,0.5,1.5,1.5,3.0,1.0,6
5606,1.0,0.5,4.5,2.0,2.0,1.0,1.0,2.5,2.5,2.5,4
5607,2.0,1.0,5.0,5.5,4.0,3.0,3.5,3.0,4.0,4.0,3
5608,1.5,1.0,4.5,3.5,3.0,3.5,3.0,1.0,3.5,3.0,3
5609,1.0,1.5,4.0,3.5,3.0,3.5,1.5,1.5,5.0,4.5,6
5610,2.5,1.0,4.0,6.0,4.5,3.0,4.0,3.0,6.0,6.0,5
5611,2.0,2.0,4.5,3.5,4.5,5.0,2.5,3.5,5.0,3.5,1
5612,1.0,1.0,2.5,2.5,0.5,1.0,1.0,2.0,1.5,2.5,2
5613,2.5,1.0,5.5,5.5,2.5,4.5,2.5,3.5,2.5,5.0,4
5614,2.5,1.0,4.5,2.0,1.0,2.5,2.0,1.5,4.5,4.0,6
5615,2.5,2.0,4.5,4.0,3.0,3.5,4.0,4.5,3.5,3.5,3
5616,2.0,1.0,4.0,3.5,2.0,4.0,3.0,2.5,4.0,2.5,3
5617,2.0,0.5,3.5,5.5,3.5,4.0,2.5,2.0,6.0,2.5,6
5618,4.0,1.5,5.5,7.0,3.5,4.0,4.5,3.5,5.5,5.5,3
5619,2.5,0.5,1.5,2.5,2.5,3.5,2.0,3.0,2.5,3.0,1
5620,1.0,1.0,2.0,2.0,0.5,0.5,2.5,2.0,3.0,1.0,3
5621,0.5,0.5,4.5,4.5,3.0,1.5,2.0,2.5,2.5,4.5,5
5622,1.0,1.0,3.0,4.5,1.0,2.5,3.5,1.0,4.0,4.0,3
5623,4.0,2.0,5.0,7.0,5.0,6.0,4.5,5.0,6.5,6.5,1
5624,0.5,0.5,2.0,1.0,2.5,0.0,0.0,2.0,1.5,1.5,2
5625,1.5,0.0,1.5,2.0,0.5,1.0,2.5,0.5,2.0,2.5,3
5626,1.0,1.0,3.0,0.5,2.0,3.0,2.5,1.5,3.0,3.0,3
5627,2.5,1.5,3.5,6.5,3.5,5.5,3.5,2.5,5.0,5.5,1
5628,3.5,1.0,2.5,3.5,3.0,4.0,3.5,2.5,5.5,5.0,6
5629,1.5,0.5,5.0,4.0,3.5,4.0,2.5,2.0,2.5,4.5,1
5630,2.5,1.0,5.0,6.0,4.0,6.0,5.0,4.0,4.5,4.5,3
5631,2.0,1.0,1.5,2.5,1.0,4.0,1.0,3.0,2.0,2.5,2
5632,0.5,1.0,1.5,3.0,1.0,3.0,1.0,1.5,4.5,3.5,6
5633,3.5,1.0,5.5,3.5,4.0,2.5,4.0,4.0,3.5,4.0,4
5634,3.0,2.0,7.0,4.0,3.0,3.5,4.5,5.0,6.0,6.0,4
5635,1.0,1.0,2.5,2.5,1.5,2.0,1.0,2.0,1.5,2.0,2
5636,1.0,1.0,3.5,2.5,1.0,3.5,1.0,2.5,1.0,3.0,2
5637,1.0,0.0,1.0,4.0,1.0,2.5,1.5,0.5,2.5,2.0,6
5638,3.0,2.0,4.0,4.5,3.5,4.5,2.5,2.5,5.5,6.0,5
5639,1.5,1.0,4.5,3.0,2.5,4.5,3.0,3.5,5.0,4.0,6
5640,2.0,1.0,5.5,3.5,3.0,3.5,2.5,3.5,4.0,3.5,4
5641,1.0,1.0,4.0,3.5,3.5,4.0,3.0,2.0,4.5,4.5,1
5642,2.0,1.0,2.0,3.5,2.5,2.5,1.5,2.0,2.5,4.5,5
5643,2.5,1.5,2.5,4.0,3.5,4.0,3.5,2.0,4.5,3.5,3
5644,3.5,1.0,5.5,4.0,2.0,4.0,2.0,3.0,5.0,4.0,4
5645,2.5,2.0,5.5,4.0,3.0,4.0,5.0,4.0,6.0,5.0,3
5646,3.0,1.0,5.0,6.5,4.0,3.0,3.5,3.5,4.5,6.5,5
5647,1.5,1.0,4.0,6.0,4.0,3.5,4.0,4.0,5.0,3.5,3
5648,2.5,1.0,5.0,3.5,2.0,5.0,2.0,3.0,3.5,3.5,4
5649,2.0,1.0,2.5,3.5,2.0,3.0,2.5,2.0,4.0,3.0,6
5650,2.0,1.5,4.5,4.5,2.5,2.5,3.0,2.0,4.5,3.0,6
5651,2.0,1.0,3.0,2.0,2.0,1.5,1.5,1.5,1.0,4.0,5
5652,1.5,1.0,2.0,2.0,1.0,3.0,2.0,2.5,2.0,2.0,3
5653,1.0,0.5,0.5,0.5,2.0,2.5,1.0,1.0,1.0,2.5,1
5654,1.5,0.5,3.0,2.0,2.0,3.5,2.5,1.0,4.5,3.0,6
5655,3.0,2.0,6.5,7.0,4.0,5.0,5.0,5.0,6.5,7.0,2
5656,2.0,1.0,2.0,2.5,2.0,4.0,2.0,3.0,3.0,2.0,1
5657,1.5,0.5,2.0,1.5,1.0,1.5,3.0,0.5,4.0,4.0,3
5658,1.5,1.0,3.5,1.0,2.0,0.5,2.0,2.0,0.5,1.0,4
5659,1.5,1.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,5
5660,3.0,2.0,6.5,7.0,5.0,4.5,5.0,5.0,7.0,7.0,2
5661,4.0,2.0,6.0,7.0,5.0,5.5,4.5,4.5,7.0,5.5,6
5662,3.0,1.0,4.0,3.0,3.0,3.0,1.5,3.0,3.0,5.0,5
5663,4.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,4.5,5.0,1
5664,3.5,1.5,4.5,5.0,4.5,3.0,2.5,4.0,5.5,3.5,6
5665,4.0,2.0,7.0,7.0,4.5,5.5,4.5,5.0,5.0,7.0,2
5666,0.0,1.0,0.5,3.5,1.0,1.0,1.5,0.5,2.5,0.0,2
5667,4.0,2.0,7.0,7.0,4.0,6.0,5.0,5.0,7.0,5.5,2
5668,3.5,1.5,4.5,4.0,3.5,4.0,2.5,3.5,5.0,5.0,4
5669,1.5,1.5,3.5,5.5,2.5,3.0,2.0,3.0,5.5,4.0,6
5670,2.5,1.5,3.5,2.5,3.0,3.0,4.0,2.0,5.5,4.5,3
5671,1.0,0.5,2.5,1.5,0.5,2.0,1.0,2.5,3.0,1.5,6
5672,1.5,0.5,0.5,3.0,0.5,3.5,3.0,1.5,3.0,3.5,3
5673,3.0,1.5,7.0,5.5,4.0,5.0,5.0,3.5,7.0,6.0,3
5674,2.5,0.5,3.0,1.5,2.5,2.5,1.5,2.5,3.0,4.5,5
5675,1.5,1.0,3.5,3.0,1.5,4.5,2.0,2.5,4.0,4.5,5
5676,1.5,1.0,2.0,2.0,2.5,2.5,2.5,0.0,1.0,2.0,3
5677,3.0,2.0,5.5,7.0,4.5,5.0,4.5,3.5,6.5,4.0,6
5678,2.5,1.0,2.5,4.0,3.5,3.0,2.0,3.5,3.0,4.5,5
5679,4.0,1.5,7.0,7.0,4.0,4.5,5.0,5.0,6.0,6.0,3
5680,4.0,2.0,7.0,7.0,5.0,5.5,5.0,5.0,7.0,7.0,2
5681,3.5,1.0,5.5,3.5,3.5,5.5,3.5,3.5,3.5,6.0,5
5682,4.0,1.5,6.5,6.0,5.0,4.0,4.5,4.0,5.5,7.0,5
5683,2.5,0.5,2.5,2.0,2.0,2.5,1.0,2.0,3.5,4.0,5
5684,3.5,1.5,6.0,6.0,4.0,5.5,3.0,2.5,6.0,5.0,1
5685,1.5,0.5,1.5,1.5,2.0,1.5,1.0,1.0,4.0,4.0,5
5686,3.5,1.5,4.5,4.5,3.5,5.0,3.5,2.5,4.0,3.0,1
5687,2.5,1.5,4.0,4.0,3.5,6.0,4.0,4.0,5.5,7.0,5
5688,2.5,1.0,2.5,4.5,4.0,4.0,3.0,3.5,4.0,3.5,1
5689,2.0,0.0,0.5,0.5,2.5,1.5,2.0,0.5,1.0,2.0,3
5690,1.5,1.0,2.0,4.5,3.5,4.0,2.5,2.0,4.5,4.0,1
5691,1.5,1.0,4.0,4.0,1.5,2.0,2.0,2.5,3.5,4.5,5
5692,2.5,2.0,7.0,7.0,5.0,6.0,5.0,4.5,6.5,5.5,1
5693,3.0,1.5,3.5,4.0,3.5,5.0,4.5,4.5,5.5,6.5,5
5694,1.5,0.5,4.5,3.5,1.0,2.5,3.0,1.0,4.0,3.5,3
5695,4.0,1.5,4.5,6.5,4.0,5.0,4.5,5.0,5.5,5.5,2
5696,2.5,0.5,4.0,2.5,1.0,2.5,1.5,2.0,1.5,2.0,4
5697,3.5,2.0,5.5,5.0,3.5,6.0,5.0,5.0,5.0,6.0,3
5698,3.0,1.0,3.0,3.0,3.0,5.5,2.5,3.5,3.0,4.5,1
5699,2.5,1.5,6.0,6.5,3.5,6.0,4.0,5.0,7.0,7.0,5
5700,2.5,1.5,5.0,4.0,4.0,4.5,4.0,3.0,6.5,5.0,6
5701,2.0,1.0,5.5,6.5,3.5,4.0,5.0,4.0,4.5,5.0,3
5702,0.5,0.0,3.0,3.0,0.5,2.5,1.0,2.0,3.5,1.5,6
5703,2.5,0.5,1.5,5.0,2.5,3.5,2.0,2.0,1.5,4.5,5
5704,0.0,0.0,1.0,3.0,1.5,2.0,1.5,1.5,0.5,2.5,5
5705,1.0,0.5,4.0,0.5,1.0,2.5,2.5,1.5,3.0,2.5,3
5706,3.0,1.0,2.5,4.0,3.0,2.0,3.0,3.5,4.5,2.5,6
5707,0.5,0.5,3.0,2.0,2.0,3.5,1.0,2.0,4.0,1.5,6
5708,3.0,1.0,3.5,4.5,1.5,2.5,3.5,2.5,4.0,4.5,3
5709,3.5,1.5,4.0,4.0,3.5,5.0,3.5,3.0,6.5,3.0,6
5710,2.5,1.5,6.0,4.0,3.5,5.5,2.5,2.5,3.0,3.0,1
5711,2.0,1.0,5.5,3.5,3.5,3.5,3.5,2.5,3.0,4.5,3
5712,2.5,1.0,4.5,3.0,3.5,4.0,3.5,4.0,6.5,3.0,6
5713,1.5,1.0,2.0,2.5,2.0,3.5,1.5,2.0,2.5,2.5,1
5714,2.0,0.5,2.0,0.5,1.5,1.5,1.0,2.5,1.0,3.0,5
5715,3.0,2.0,6.5,6.0,3.5,6.0,5.0,4.5,5.0,7.0,3
5716,1.0,0.5,3.0,0.5,2.5,1.0,1.5,0.5,1.0,2.5,4
5717,3.5,1.5,7.0,6.0,4.0,6.0,4.0,5.0,7.0,4.5,6
5718,2.0,1.5,4.5,5.5,3.0,2.0,4.0,3.5,3.5,3.0,3
5719,1.5,1.0,2.5,3.0,2.0,1.5,0.5,0.5,3.5,1.0,6
5720,4.0,2.0,6.0,5.5,3.5,4.0,5.0,3.5,5.0,4.5,3
5721,4.0,1.5,7.0,7.0,4.0,4.5,5.0,4.5,5.0,7.0,3
5722,2.0,1.0,4.5,3.0,2.0,4.5,3.5,2.5,2.5,5.0,5
5723,2.0,1.0,1.0,0.5,2.0,2.0,0.5,2.0,0.5,2.5,1
5724,3.0,1.0,5.5,4.5,4.0,3.0,3.5,3.5,5.0,6.0,5
5725,2.0,0.5,3.0,1.0,1.5,1.0,2.5,2.5,1.5,1.5,3
5726,1.0,0.5,2.0,4.0,1.0,1.5,1.5,2.0,2.0,2.0,2
5727,3.0,1.5,5.5,4.0,3.0,4.5,1.5,2.0,2.5,4.5,4
5728,3.5,2.0,4.0,4.0,4.5,6.0,4.5,5.0,4.5,4.5,1
5729,4.0,2.0,5.0,4.0,5.0,6.0,4.0,5.0,7.0,5.5,1
5730,1.5,1.0,4.5,3.5,3.0,1.5,2.0,2.0,1.5,4.5,5
5731,1.5,0.5,4.0,3.5,3.0,4.0,2.0,3.0,2.5,3.0,1
5732,0.0,0.0,1.0,3.0,1.5,0.5,1.5,1.0,2.5,2.5,5
5733,3.0,1.0,3.5,4.5,3.0,3.0,4.0,2.5,4.5,6.0,5
5734,1.0,0.5,0.5,2.0,0.5,2.5,2.0,1.0,0.5,3.0,5
5735,3.5,1.5,7.0,5.0,4.5,4.5,5.0,3.0,6.5,5.0,3
5736,4.0,2.0,6.5,5.0,4.0,4.5,4.5,3.5,4.0,4.0,4
5737,1.0,0.0,2.5,1.5,1.5,1.5,1.5,2.0,1.5,4.0,5
5738,4.0,2.0,7.0,7.0,4.5,6.0,5.0,5.0,7.0,6.0,2
5739,2.0,1.5,5.0,5.0,2.5,5.0,1.5,4.0,4.0,5.0,2
5740,3.0,1.5,5.0,5.0,3.0,4.0,3.5,3.5,7.0,5.0,6
5741,0.0,0.5,2.5,2.5,1.5,0.5,1.0,2.5,2.5,3.5,5
5742,0.5,0.0,2.5,3.5,3.0,0.5,1.5,1.5,0.5,3.5,5
5743,3.0,1.0,5.0,5.0,3.0,4.0,3.5,4.5,4.5,6.5,5
5744,4.0,2.0,7.0,5.5,4.0,6.0,4.5,3.5,7.0,6.5,4
5745,1.5,1.0,4.5,2.5,3.0,2.0,2.5,1.5,3.5,4.5,5
5746,3.5,1.0,4.0,6.0,2.5,3.0,3.5,3.0,4.5,4.5,2
5747,2.0,1.0,6.0,3.0,3.0,2.5,4.0,4.5,4.0,6.0,5
5748,2.5,1.0,5.5,4.0,3.0,3.5,3.0,3.5,2.5,2.5,4
5749,4.0,2.0,7.0,5.5,4.0,5.5,4.5,5.0,7.0,7.0,4
5750,2.5,2.0,3.5,6.5,4.5,5.0,5.0,5.0,4.0,5.5,3
5751,3.5,1.0,4.0,5.0,4.0,5.0,3.5,4.5,6.0,5.5,6
5752,2.0,0.5,2.5,2.0,0.5,0.5,2.0,0.5,2.5,1.0,4
5753,2.5,1.0,2.5,2.0,1.0,3.0,1.0,1.0,4.5,3.5,6
5754,2.0,1.0,5.0,3.0,1.5,1.5,3.0,3.0,3.0,4.0,4
5755,2.5,1.5,3.5,5.5,3.0,5.0,4.0,2.5,6.5,5.5,6
5756,2.0,1.5,3.0,5.0,4.0,4.5,2.0,2.5,4.5,4.0,1
5757,2.0,0.5,3.0,1.0,1.5,1.0,0.5,2.5,0.5,1.5,4
5758,0.5,0.5,1.5,2.0,0.5,3.0,1.0,0.5,2.0,0.5,1
5759,0.0,0.0,1.0,0.5,2.0,2.0,2.0,1.0,3.0,2.5,6
5760,2.0,1.0,4.0,3.0,2.5,3.0,3.0,3.5,2.5,4.0,3
5761,4.0,1.5,5.0,7.0,5.0,6.0,4.0,5.0,7.0,6.0,1
5762,4.0,2.0,7.0,5.5,5.0,5.0,4.0,5.0,5.5,5.5,4
5763,4.0,1.5,5.0,6.5,3.5,4.5,4.0,5.0,5.5,5.0,2
5764,3.0,2.0,5.0,7.0,4.0,6.0,4.5,5.0,5.5,6.5,2
5765,4.0,2.0,4.5,7.0,4.5,5.5,3.0,4.5,4.5,4.5,2
5766,2.5,1.0,4.5,3.5,3.5,2.5,1.5,1.5,4.5,2.5,6
5767,2.0,0.5,3.5,2.5,1.5,4.0,2.0,2.5,3.5,4.5,5
5768,3.5,1.5,6.5,6.5,5.0,5.0,4.5,5.0,6.5,6.0,2
5769,4.0,1.5,5.5,4.5,3.5,6.0,3.5,4.0,7.0,7.0,5
5770,1.5,0.0,0.5,0.5,1.5,1.0,1.5,1.5,0.5,1.0,3
5771,3.5,1.5,6.0,6.0,3.5,4.5,4.0,4.5,7.0,6.5,6
5772,2.5,2.0,6.5,6.5,5.0,6.0,5.0,3.0,7.0,6.0,1
5773,2.0,1.0,2.0,4.0,1.5,1.0,1.0,1.0,1.0,3.0,2
5774,3.5,1.0,5.0,6.5,2.5,5.5,5.0,3.0,4.5,6.5,3
5775,2.0,0.5,1.5,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2
5776,3.5,1.5,5.5,6.0,4.5,5.5,4.0,5.0,6.0,6.0,1
5777,2.5,1.5,6.0,5.5,5.0,3.5,3.0,3.0,5.5,6.0,5
5778,1.5,0.5,4.0,4.5,3.0,2.0,3.0,2.0,2.5,2.5,3
5779,1.5,1.0,2.5,0.5,0.5,2.0,2.0,0.5,1.5,1.5,3
5780,3.5,2.0,7.0,6.0,4.5,4.5,4.5,5.0,7.0,5.5,6
5781,4.0,1.5,5.5,7.0,4.0,4.5,4.5,5.0,6.5,6.0,2
5782,1.5,0.5,2.5,4.0,2.5,2.5,1.0,1.5,3.5,3.0,6
5783,2.5,1.0,2.5,3.5,1.5,1.5,3.0,3.0,2.5,3.5,3
5784,2.5,1.5,6.0,7.0,3.0,4.0,5.0,3.0,7.0,7.0,3
5785,1.0,0.5,4.0,2.0,2.5,2.0,2.5,2.0,3.5,3.0,3
5786,4.0,2.0,7.0,5.5,5.0,4.5,3.5,5.0,7.0,6.0,4
5787,3.0,1.0,2.5,3.0,2.0,3.0,2.5,3.5,6.0,2.5,6
5788,1.5,0.5,0.5,1.5,1.5,2.0,1.5,0.5,1.5,3.0,5
5789,1.5,1.0,5.0,5.0,2.0,3.5,3.0,4.0,4.0,5.0,2
5790,4.0,2.0,7.0,5.5,4.0,6.0,5.0,5.0,5.0,6.0,3
5791,3.5,1.5,5.5,5.0,5.0,5.0,3.5,4.5,5.5,7.0,5
5792,4.0,1.0,5.0,4.0,4.0,5.0,3.5,3.0,5.5,5.5,1
5793,1.0,1.0,3.0,2.0,2.0,1.5,1.5,1.5,4.0,3.0,6
5794,3.0,1.5,2.0,2.0,1.5,2.5,2.0,3.5,4.0,3.5,6
5795,3.0,2.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,7.0,5
5796,1.5,1.0,1.5,2.0,3.0,3.5,3.0,2.0,4.0,2.5,3
5797,2.0,1.0,4.0,5.0,2.5,4.0,4.0,3.0,5.0,3.0,3
5798,2.0,1.0,3.5,5.0,4.0,2.5,2.0,2.5,4.5,3.0,6
5799,2.0,0.5,3.0,1.0,1.5,2.0,2.5,1.5,3.0,2.5,3
5800,4.0,1.5,6.5,6.0,4.5,4.0,3.5,5.0,7.0,5.5,6
5801,4.0,2.0,7.0,6.5,5.0,6.0,5.0,4.5,6.5,6.0,1
5802,3.5,2.0,7.0,7.0,3.5,3.5,5.0,5.0,7.0,4.0,2
5803,1.5,1.0,3.5,4.0,1.5,2.0,2.5,1.5,3.5,4.0,5
5804,1.0,1.5,4.0,4.5,1.5,2.0,2.5,1.5,2.0,1.5,2
5805,4.0,2.0,6.0,5.0,4.0,6.0,3.5,5.0,5.5,6.0,1
5806,3.0,1.0,5.5,4.0,3.0,4.5,2.5,2.5,4.5,6.5,5
5807,2.5,1.0,5.0,5.5,5.0,5.0,4.0,3.5,6.5,5.5,6
5808,2.0,1.0,4.5,2.5,2.5,3.5,1.5,2.5,2.5,3.0,4
5809,3.5,2.0,7.0,5.5,3.5,5.0,5.0,5.0,5.0,6.0,3
5810,2.0,1.0,2.5,4.0,2.0,4.5,2.0,1.5,4.5,2.0,6
5811,2.5,1.5,3.5,2.0,2.0,1.0,3.0,3.0,4.0,2.5,3
5812,4.0,2.0,4.5,7.0,5.0,6.0,5.0,4.5,7.0,5.0,1
5813,3.5,2.0,5.5,5.5,5.0,5.0,5.0,5.0,7.0,5.5,3
5814,3.0,2.0,6.0,7.0,4.0,4.5,5.0,5.0,7.0,7.0,2
5815,3.5,1.0,3.0,3.5,4.5,2.5,2.0,4.0,3.0,5.5,5
5816,0.5,0.0,3.0,3.0,2.0,1.0,0.5,0.0,2.5,1.0,6
5817,3.0,1.5,3.5,3.5,2.5,3.0,4.0,4.0,5.5,3.0,3
5818,1.5,0.5,2.5,1.5,0.5,1.0,0.0,1.0,1.5,1.5,4
5819,2.5,1.5,4.5,2.5,3.0,3.0,1.5,2.5,3.0,2.0,4
5820,3.0,1.0,3.5,5.0,2.5,5.0,3.5,2.0,4.0,6.5,5
5821,3.0,2.0,4.5,6.0,3.0,3.5,3.5,4.0,6.5,4.5,6
5822,1.5,0.5,4.0,1.5,3.0,3.0,1.5,2.5,1.5,3.0,1
5823,2.0,1.0,2.5,3.5,2.0,1.5,2.5,2.0,2.0,2.0,3
5824,2.0,0.5,4.5,3.0,3.0,3.5,2.5,2.5,2.0,4.0,1
5825,4.0,1.5,6.0,7.0,4.0,6.0,4.5,5.0,5.5,7.0,5
5826,2.0,1.0,3.5,1.5,1.0,2.5,1.5,2.0,2.0,3.5,4
5827,2.5,1.5,3.0,4.5,1.5,2.0,2.0,3.0,2.5,4.5,2
5828,2.5,1.5,3.5,5.0,4.0,4.5,3.5,4.0,6.0,5.0,6
5829,4.0,1.5,7.0,7.0,3.5,4.5,5.0,4.0,6.0,4.5,3
5830,3.0,1.5,4.5,3.5,3.5,4.0,3.0,4.0,5.5,2.5,6
5831,1.5,0.5,2.5,2.5,2.5,1.5,1.0,1.5,4.0,2.5,6
5832,3.5,1.5,3.5,4.5,3.0,4.0,3.0,2.5,4.0,5.5,5
5833,2.5,1.0,2.5,4.0,3.0,3.0,2.0,2.0,4.0,3.5,6
5834,2.5,1.0,4.0,6.5,4.0,3.0,3.0,3.0,3.5,3.0,2
5835,4.0,2.0,7.0,6.5,4.5,4.5,5.0,5.0,5.0,5.5,3
5836,3.5,2.0,7.0,7.0,3.5,6.0,4.0,4.5,7.0,7.0,5
5837,1.5,0.5,3.5,3.0,2.5,2.5,2.5,2.0,2.0,1.0,3
5838,4.0,1.5,5.5,4.0,4.0,3.5,3.5,3.5,7.0,5.5,6
5839,1.5,0.5,3.0,3.5,3.0,1.0,2.5,2.0,2.0,4.0,5
5840,2.0,0.5,1.5,3.5,2.5,2.0,3.0,1.5,4.0,2.5,3
5841,3.0,1.5,4.0,4.0,3.0,2.5,3.5,4.0,5.0,3.5,6
5842,3.5,1.5,5.5,6.5,5.0,6.0,5.0,4.0,7.0,6.5,1
5843,1.0,1.0,5.0,3.0,1.5,3.5,4.0,2.5,4.5,2.0,3
5844,3.5,2.0,7.0,7.0,5.0,5.0,4.0,4.0,6.5,7.0,5
5845,3.5,1.5,5.0,6.5,3.0,2.5,3.0,3.0,5.0,3.5,2
5846,3.5,1.5,5.0,3.5,4.0,5.0,4.0,4.0,3.5,6.0,5
5847,1.0,0.0,2.5,2.5,0.5,1.5,2.5,2.0,0.5,3.0,3
5848,4.0,1.5,5.5,7.0,5.0,4.5,3.5,4.0,4.0,4.5,2
5849,3.0,1.5,6.0,5.0,4.0,5.0,3.0,5.0,7.0,6.0,6
5850,2.0,1.0,5.0,3.0,2.5,4.0,3.5,2.5,5.5,4.0,6
5851,2.0,1.0,3.5,3.0,2.0,0.5,2.5,2.5,2.5,0.5,3
5852,2.5,0.5,2.5,2.5,1.5,1.0,1.5,1.5,3.0,3.0,4
5853,4.0,1.5,5.5,7.0,5.0,4.5,4.5,4.5,6.5,5.5,2
5854,3.0,1.5,6.0,4.5,3.5,5.5,4.0,5.0,6.5,6.0,6
5855,1.0,0.5,2.0,1.0,1.5,2.5,1.5,1.0,1.5,1.5,1
5856,1.0,0.5,0.0,0.5,2.5,0.5,0.5,0.0,0.5,1.5,1
5857,2.0,1.5,5.5,4.0,2.5,4.0,2.0,2.0,5.5,4.5,6
5858,3.0,1.5,7.0,7.0,5.0,6.0,5.0,4.5,7.0,7.0,1
5859,0.5,0.5,1.5,2.5,1.5,3.0,1.5,2.0,3.0,2.5,6
5860,0.0,0.0,2.0,0.5,1.0,0.5,1.5,0.0,2.0,0.5,3
5861,3.0,1.5,4.0,5.0,2.5,5.0,3.5,3.0,6.0,4.5,6
5862,1.5,0.5,2.5,3.5,3.0,1.5,2.0,2.0,1.5,4.0,5
5863,2.0,1.0,1.5,2.5,1.5,3.0,2.5,2.0,2.5,4.5,5
5864,2.0,1.5,4.0,5.5,4.0,3.5,4.0,3.0,3.5,3.5,3
5865,3.5,1.5,7.0,7.0,4.5,4.5,5.0,5.0,7.0,5.5,3
5866,1.5,0.5,4.5,4.0,1.0,1.5,3.0,2.5,1.0,2.5,3
5867,3.5,2.0,5.0,5.5,4.5,4.5,4.5,4.0,7.0,6.0,6
5868,2.0,1.0,3.5,2.5,1.0,3.5,1.5,3.0,2.5,3.5,4
5869,3.0,1.5,7.0,7.0,4.0,5.0,4.5,4.5,6.5,7.0,5
5870,2.0,1.5,5.5,6.0,2.0,5.0,4.5,2.5,6.0,3.0,3
5871,2.0,0.5,1.5,3.5,2.0,1.0,1.5,2.5,4.0,3.5,6
5872,1.5,0.5,5.5,4.5,4.0,4.5,2.0,3.0,2.5,5.5,5
5873,0.5,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.5,3.5,5
5874,3.5,1.5,3.5,3.5,3.5,3.5,4.0,4.5,5.0,6.0,5
5875,3.0,1.0,6.0,6.0,2.0,4.0,2.0,4.0,5.0,4.5,4
5876,3.0,1.5,6.0,4.5,3.0,4.5,5.0,3.5,6.5,6.5,3
5877,3.0,1.0,3.0,4.0,3.0,3.0,3.5,3.5,4.5,4.0,3
5878,4.0,2.0,4.5,5.5,4.0,3.5,3.0,4.5,4.5,4.0,2
5879,2.0,1.0,4.0,2.0,2.5,4.0,2.5,2.5,3.5,2.0,1
5880,2.0,1.0,4.0,2.0,1.5,2.5,3.5,3.5,3.5,4.5,3
5881,1.5,1.5,5.0,5.0,2.5,4.5,1.5,2.0,5.0,3.5,6
5882,1.0,0.5,0.5,1.5,0.5,1.5,1.0,1.5,3.0,2.5,6
5883,4.0,1.5,6.5,7.0,5.0,6.0,4.5,5.0,6.5,7.0,1
5884,3.5,1.0,5.5,3.5,3.5,4.0,4.0,4.5,3.5,6.5,5
5885,2.5,1.5,5.0,5.5,3.0,4.0,5.0,4.5,6.5,6.0,3
5886,3.0,2.0,6.0,4.5,4.0,5.0,4.5,4.5,6.5,6.0,6
5887,0.0,1.0,0.0,0.5,0.0,0.0,0.5,2.5,1.5,0.0,2
5888,3.5,1.0,3.5,4.0,2.0,4.0,2.5,2.0,3.5,4.5,5
5889,2.5,1.0,3.5,4.0,1.5,2.5,3.0,1.5,3.0,2.5,3
5890,1.5,1.0,2.0,3.0,3.0,1.0,2.0,2.5,3.5,4.0,5
5891,1.5,0.5,2.5,3.5,2.5,3.5,2.5,3.5,4.5,3.5,6
5892,2.0,0.5,4.5,3.5,2.0,3.0,3.5,3.5,4.0,4.5,3
5893,3.0,1.0,4.0,6.5,3.0,4.5,3.5,4.0,5.5,5.5,2
5894,1.5,1.5,3.0,4.5,2.0,3.5,2.5,3.0,4.5,3.5,2
5895,2.0,0.5,4.0,4.5,2.0,2.5,3.0,1.0,4.0,1.5,3
